weapon,tier,direction,animation,frame,pixels,components,minX,minY,maxX,maxY,boundsWidth,boundsHeight,boundsArea,edgeSides,discardedPixels,characterDistance,expressionOverlapPixels
axe,tier3,down,hurt,0,28,1,14,5,19,14,6,10,60,,0,0,0
axe,tier3,down,hurt,1,28,1,15,5,20,14,6,10,60,,0,0,0
axe,tier3,left,idle,0,28,1,3,5,8,14,6,10,60,,0,0,0
axe,tier3,left,idle,1,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,left,walk,0,28,1,3,4,8,13,6,10,60,,0,0,0
axe,tier3,left,walk,1,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,left,walk,2,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,left,walk,3,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,left,attack,0,28,1,3,3,8,12,6,10,60,,0,0,0
axe,tier3,left,attack,1,27,1,0,11,9,16,10,6,60,left,0,0,0
axe,tier3,left,attack,2,27,1,0,10,9,15,10,6,60,left,0,0,0
axe,tier3,left,attack,3,28,1,3,5,8,14,6,10,60,,0,0,0
axe,tier3,left,hurt,0,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,left,hurt,1,28,1,3,5,8,14,6,10,60,,0,0,0
axe,tier3,right,idle,0,28,1,15,5,20,14,6,10,60,,0,0,0
axe,tier3,right,idle,1,28,1,15,6,20,15,6,10,60,,0,0,0
axe,tier3,right,walk,0,28,1,15,6,20,15,6,10,60,,0,0,0
axe,tier3,right,walk,1,28,1,15,6,20,15,6,10,60,,0,0,0
axe,tier3,right,walk,2,28,1,15,4,20,13,6,10,60,,0,0,0
axe,tier3,right,walk,3,28,1,15,6,20,15,6,10,60,,0,0,0
axe,tier3,right,attack,0,28,1,15,3,20,12,6,10,60,,0,0,0
axe,tier3,right,attack,1,27,1,14,11,23,16,10,6,60,right,0,0,0
axe,tier3,right,attack,2,27,1,14,10,23,15,10,6,60,right,0,0,0
axe,tier3,right,attack,3,28,1,15,5,20,14,6,10,60,,0,0,0
axe,tier3,right,hurt,0,28,1,15,6,20,15,6,10,60,,0,0,0
axe,tier3,right,hurt,1,28,1,15,5,20,14,6,10,60,,0,0,0
axe,tier3,up,idle,0,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,up,idle,1,28,1,3,7,8,16,6,10,60,,0,0,0
axe,tier3,up,walk,0,28,1,3,7,8,16,6,10,60,,0,0,0
axe,tier3,up,walk,1,28,1,3,7,8,16,6,10,60,,0,0,0
axe,tier3,up,walk,2,28,1,3,5,8,14,6,10,60,,0,0,0
axe,tier3,up,walk,3,28,1,3,7,8,16,6,10,60,,0,0,0
axe,tier3,up,attack,0,28,1,3,4,8,13,6,10,60,,0,0,0
axe,tier3,up,attack,1,29,1,4,0,9,10,6,11,66,top,0,0,0
axe,tier3,up,attack,2,29,1,3,0,8,10,6,11,66,top,0,0,0
axe,tier3,up,attack,3,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier3,up,hurt,0,28,1,4,6,9,15,6,10,60,,0,0,0
axe,tier3,up,hurt,1,28,1,3,6,8,15,6,10,60,,0,0,0
axe,tier4,down,idle,0,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,down,idle,1,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,down,walk,0,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,down,walk,1,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,down,walk,2,32,1,15,4,21,13,7,10,70,,0,0,0
axe,tier4,down,walk,3,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,down,attack,0,32,1,15,3,21,12,7,10,70,,0,0,0
axe,tier4,down,attack,1,31,1,14,14,20,23,7,10,70,bottom,0,0,0
axe,tier4,down,attack,2,31,1,15,14,21,23,7,10,70,bottom,0,0,0
axe,tier4,down,attack,3,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,down,hurt,0,32,1,14,5,20,14,7,10,70,,0,0,0
axe,tier4,down,hurt,1,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,left,idle,0,32,1,2,5,8,14,7,10,70,,0,0,0
axe,tier4,left,idle,1,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,left,walk,0,32,1,2,4,8,13,7,10,70,,0,0,0
axe,tier4,left,walk,1,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,left,walk,2,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,left,walk,3,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,left,attack,0,32,1,2,3,8,12,7,10,70,,0,0,0
axe,tier4,left,attack,1,31,1,0,10,9,16,10,7,70,left,0,0,0
axe,tier4,left,attack,2,31,1,0,9,9,15,10,7,70,left,0,0,0
axe,tier4,left,attack,3,32,1,2,5,8,14,7,10,70,,0,0,0
axe,tier4,left,hurt,0,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,left,hurt,1,32,1,2,5,8,14,7,10,70,,0,0,0
axe,tier4,right,idle,0,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,right,idle,1,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,right,walk,0,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,right,walk,1,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,right,walk,2,32,1,15,4,21,13,7,10,70,,0,0,0
axe,tier4,right,walk,3,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,right,attack,0,32,1,15,3,21,12,7,10,70,,0,0,0
axe,tier4,right,attack,1,31,1,14,10,23,16,10,7,70,right,0,0,0
axe,tier4,right,attack,2,31,1,14,9,23,15,10,7,70,right,0,0,0
axe,tier4,right,attack,3,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,right,hurt,0,32,1,15,6,21,15,7,10,70,,0,0,0
axe,tier4,right,hurt,1,32,1,15,5,21,14,7,10,70,,0,0,0
axe,tier4,up,idle,0,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,up,idle,1,32,1,2,7,8,16,7,10,70,,0,0,0
axe,tier4,up,walk,0,32,1,2,7,8,16,7,10,70,,0,0,0
axe,tier4,up,walk,1,32,1,2,7,8,16,7,10,70,,0,0,0
axe,tier4,up,walk,2,32,1,2,5,8,14,7,10,70,,0,0,0
axe,tier4,up,walk,3,32,1,2,7,8,16,7,10,70,,0,0,0
axe,tier4,up,attack,0,32,1,2,4,8,13,7,10,70,,0,0,0
axe,tier4,up,attack,1,33,1,3,0,9,10,7,11,77,top,0,0,0
axe,tier4,up,attack,2,33,1,2,0,8,10,7,11,77,top,0,0,0
axe,tier4,up,attack,3,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier4,up,hurt,0,32,1,3,6,9,15,7,10,70,,0,0,0
axe,tier4,up,hurt,1,32,1,2,6,8,15,7,10,70,,0,0,0
axe,tier5,down,idle,0,44,1,14,4,22,14,9,11,99,,0,0,0
axe,tier5,down,idle,1,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,down,walk,0,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,down,walk,1,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,down,walk,2,44,1,14,3,22,13,9,11,99,,0,0,0
axe,tier5,down,walk,3,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,down,attack,0,44,1,14,2,22,12,9,11,99,,0,0,0
axe,tier5,down,attack,1,41,1,13,14,21,21,9,8,72,,0,0,0
axe,tier5,down,attack,2,41,1,14,14,22,21,9,8,72,,0,0,0
axe,tier5,down,attack,3,44,1,14,4,22,14,9,11,99,,0,0,0
axe,tier5,down,hurt,0,44,1,13,4,21,14,9,11,99,,0,0,1
axe,tier5,down,hurt,1,44,1,14,4,22,14,9,11,99,,0,0,0
axe,tier5,left,idle,0,44,1,1,4,9,14,9,11,99,,0,0,1
axe,tier5,left,idle,1,44,1,1,5,9,15,9,11,99,,0,0,1
axe,tier5,left,walk,0,44,1,1,3,9,13,9,11,99,,0,0,0
axe,tier5,left,walk,1,44,1,1,5,9,15,9,11,99,,0,0,1
axe,tier5,left,walk,2,44,1,1,5,9,15,9,11,99,,0,0,0
axe,tier5,left,walk,3,44,1,1,5,9,15,9,11,99,,0,0,1
axe,tier5,left,attack,0,44,1,1,2,9,12,9,11,99,,0,0,0
axe,tier5,left,attack,1,40,1,2,9,9,17,8,9,72,,0,0,0
axe,tier5,left,attack,2,40,1,2,8,9,16,8,9,72,,0,0,0
axe,tier5,left,attack,3,44,1,1,4,9,14,9,11,99,,0,0,1
axe,tier5,left,hurt,0,44,1,1,5,9,15,9,11,99,,0,0,0
axe,tier5,left,hurt,1,44,1,1,4,9,14,9,11,99,,0,0,1
axe,tier5,right,idle,0,44,1,14,4,22,14,9,11,99,,0,0,1
axe,tier5,right,idle,1,44,1,14,5,22,15,9,11,99,,0,0,1
axe,tier5,right,walk,0,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,right,walk,1,44,1,14,5,22,15,9,11,99,,0,0,1
axe,tier5,right,walk,2,44,1,14,3,22,13,9,11,99,,0,0,0
axe,tier5,right,walk,3,44,1,14,5,22,15,9,11,99,,0,0,1
axe,tier5,right,attack,0,44,1,14,2,22,12,9,11,99,,0,0,0
axe,tier5,right,attack,1,40,1,14,9,21,17,8,9,72,,0,0,0
axe,tier5,right,attack,2,40,1,14,8,21,16,8,9,72,,0,0,0
axe,tier5,right,attack,3,44,1,14,4,22,14,9,11,99,,0,0,1
axe,tier5,right,hurt,0,44,1,14,5,22,15,9,11,99,,0,0,0
axe,tier5,right,hurt,1,44,1,14,4,22,14,9,11,99,,0,0,1
axe,tier5,up,idle,0,44,1,1,5,9,15,9,11,99,,0,0,0
axe,tier5,up,idle,1,44,1,1,6,9,16,9,11,99,,0,0,0
axe,tier5,up,walk,0,44,1,1,6,9,16,9,11,99,,0,0,0
axe,tier5,up,walk,1,44,1,1,6,9,16,9,11,99,,0,0,0
axe,tier5,up,walk,2,44,1,1,4,9,14,9,11,99,,0,0,0
axe,tier5,up,walk,3,44,1,1,6,9,16,9,11,99,,0,0,0
axe,tier5,up,attack,0,44,1,1,3,9,13,9,11,99,,0,0,0
axe,tier5,up,attack,1,45,1,2,2,10,13,9,12,108,,0,0,0
axe,tier5,up,attack,2,45,1,1,2,9,13,9,12,108,,0,0,0
axe,tier5,up,attack,3,44,1,1,5,9,15,9,11,99,,0,0,0
axe,tier5,up,hurt,0,44,1,2,5,10,15,9,11,99,,0,0,0
axe,tier5,up,hurt,1,44,1,1,5,9,15,9,11,99,,0,0,0
warhammer,tier1,down,idle,0,20,1,14,7,20,14,7,8,56,,0,0,0
warhammer,tier1,down,idle,1,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,down,walk,0,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,down,walk,1,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,down,walk,2,20,1,14,6,20,13,7,8,56,,0,0,0
warhammer,tier1,down,walk,3,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,down,attack,0,22,1,14,5,20,14,7,10,70,,0,0,0
warhammer,tier1,down,attack,1,22,1,13,14,19,23,7,10,70,bottom,0,0,0
warhammer,tier1,down,attack,2,22,1,14,14,20,23,7,10,70,bottom,0,0,0
warhammer,tier1,down,attack,3,20,1,14,7,20,14,7,8,56,,0,0,0
warhammer,tier1,down,hurt,0,20,1,13,7,19,14,7,8,56,,0,0,1
warhammer,tier1,down,hurt,1,20,1,14,7,20,14,7,8,56,,0,0,0
warhammer,tier1,left,idle,0,20,1,3,7,9,14,7,8,56,,0,0,1
warhammer,tier1,left,idle,1,20,1,3,8,9,15,7,8,56,,0,0,1
warhammer,tier1,left,walk,0,20,1,3,6,9,13,7,8,56,,0,0,0
warhammer,tier1,left,walk,1,20,1,3,8,9,15,7,8,56,,0,0,1
warhammer,tier1,left,walk,2,20,1,3,8,9,15,7,8,56,,0,0,0
warhammer,tier1,left,walk,3,20,1,3,8,9,15,7,8,56,,0,0,1
warhammer,tier1,left,attack,0,22,1,3,5,9,14,7,10,70,,0,0,0
warhammer,tier1,left,attack,1,22,1,0,11,9,17,10,7,70,left,0,0,0
warhammer,tier1,left,attack,2,22,1,0,10,9,16,10,7,70,left,0,0,0
warhammer,tier1,left,attack,3,20,1,3,7,9,14,7,8,56,,0,0,1
warhammer,tier1,left,hurt,0,20,1,3,8,9,15,7,8,56,,0,0,0
warhammer,tier1,left,hurt,1,20,1,3,7,9,14,7,8,56,,0,0,1
warhammer,tier1,right,idle,0,20,1,14,7,20,14,7,8,56,,0,0,1
warhammer,tier1,right,idle,1,20,1,14,8,20,15,7,8,56,,0,0,1
warhammer,tier1,right,walk,0,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,right,walk,1,20,1,14,8,20,15,7,8,56,,0,0,1
warhammer,tier1,right,walk,2,20,1,14,6,20,13,7,8,56,,0,0,0
warhammer,tier1,right,walk,3,20,1,14,8,20,15,7,8,56,,0,0,1
warhammer,tier1,right,attack,0,22,1,14,5,20,14,7,10,70,,0,0,0
warhammer,tier1,right,attack,1,22,1,14,11,23,17,10,7,70,right,0,0,0
warhammer,tier1,right,attack,2,22,1,14,10,23,16,10,7,70,right,0,0,0
warhammer,tier1,right,attack,3,20,1,14,7,20,14,7,8,56,,0,0,1
warhammer,tier1,right,hurt,0,20,1,14,8,20,15,7,8,56,,0,0,0
warhammer,tier1,right,hurt,1,20,1,14,7,20,14,7,8,56,,0,0,1
warhammer,tier1,up,idle,0,16,1,3,7,9,10,7,4,28,,0,0,0
warhammer,tier1,up,idle,1,16,1,3,8,9,11,7,4,28,,0,0,0
warhammer,tier1,up,walk,0,16,1,3,8,9,11,7,4,28,,0,0,0
warhammer,tier1,up,walk,1,16,1,3,8,9,11,7,4,28,,0,0,0
warhammer,tier1,up,walk,2,16,1,3,6,9,9,7,4,28,,0,0,0
warhammer,tier1,up,walk,3,16,1,3,8,9,11,7,4,28,,0,0,0
warhammer,tier1,up,attack,0,18,1,3,5,9,10,7,6,42,,0,0,0
warhammer,tier1,up,attack,1,23,1,4,0,10,10,7,11,77,top,0,1,0
warhammer,tier1,up,attack,2,23,1,3,0,9,10,7,11,77,top,0,1,0
warhammer,tier1,up,attack,3,16,1,3,7,9,10,7,4,28,,0,0,0
warhammer,tier1,up,hurt,0,16,1,4,7,10,10,7,4,28,,0,0,0
warhammer,tier1,up,hurt,1,16,1,3,7,9,10,7,4,28,,0,0,0
warhammer,tier2,down,idle,0,27,1,14,6,20,14,7,9,63,,0,0,0
warhammer,tier2,down,idle,1,27,1,14,7,20,15,7,9,63,,0,0,0
warhammer,tier2,down,walk,0,27,1,14,7,20,15,7,9,63,,0,0,0
warhammer,tier2,down,walk,1,27,1,14,7,20,15,7,9,63,,0,0,0
warhammer,tier2,down,walk,2,27,1,14,5,20,13,7,9,63,,0,0,0
warhammer,tier2,down,walk,3,27,1,14,7,20,15,7,9,63,,0,0,0
warhammer,tier2,down,attack,0,29,1,14,4,20,14,7,11,77,,0,0,0
warhammer,tier2,down,attack,1,28,1,13,14,19,23,7,10,70,bottom,0,0,0
warhammer,tier2,down,attack,2,28,1,14,14,20,23,7,10,70,bottom,0,0,0
warhammer,tier2,down,attack,3,27,1,14,6,20,14,7,9,63,,0,0,0
warhammer,tier2,down,hurt,0,27,1,13,6,19,14,7,9,63,,0,0,1
warhammer,tier2,down,hurt,1,27,1,14,6,20,14,7,9,63,,0,0,0
warhammer,tier2,left,idle,0,27,1,3,6,9,14,7,9,63,,0,0,1
warhammer,tier2,left,idle,1,27,1,3,7,9,15,7,9,63,,0,0,1
warhammer,tier2,left,walk,0,27,1,3,5,9,13,7,9,63,,0,0,0
warhammer,tier2,left,walk,1,27,1,3,7,9,15,7,9,63,,0,0,1
warhammer,tier2,left,walk,2,27,1,3,7,9,15,7,9,63,,0,0,1
warhammer,tier2,left,walk,3,27,1,3,7,9,15,7,9,63,,0,0,1
warhammer,tier2,left,attack,0,29,1,3,4,9,14,7,11,77,,0,0,0
warhammer,tier2,left,attack,1,28,1,0,11,9,17,10,7,70,left,0,0,0
warhammer,tier2,left,attack,2,28,1,0,10,9,16,10,7,70,left,0,0,0
warhammer,tier2,left,attack,3,27,1,3,6,9,14,7,9,63,,0,0,1
warhammer,tier2,left,hurt,0,27,1,3,7,9,15,7,9,63,,0,0,1
warhammer,tier2,left,hurt,1,27,1,3,6,9,14,7,9,63,,0,0,1
warhammer,tier2,right,idle,0,27,1,14,6,20,14,7,9,63,,0,0,1
warhammer,tier2,right,idle,1,27,1,14,7,20,15,7,9,63,,0,0,1
warhammer,tier2,right,walk,0,27,1,14,7,20,15,7,9,63,,0,0,1
warhammer,tier2,right,walk,1,27,1,14,7,20,15,7,9,63,,0,0,1
warhammer,tier2,right,walk,2,27,1,14,5,20,13,7,9,63,,0,0,0
warhammer,tier2,right,walk,3,27,1,14,7,20,15,7,9,63,,0,0,1
warhammer,tier2,right,attack,0,29,1,14,4,20,14,7,11,77,,0,0,0
warhammer,tier2,right,attack,1,28,1,14,11,23,17,10,7,70,right,0,0,0
warhammer,tier2,right,attack,2,28,1,14,10,23,16,10,7,70,right,0,0,0
warhammer,tier2,right,attack,3,27,1,14,6,20,14,7,9,63,,0,0,1
warhammer,tier2,right,hurt,0,27,1,14,7,20,15,7,9,63,,0,0,1
warhammer,tier2,right,hurt,1,27,1,14,6,20,14,7,9,63,,0,0,1
warhammer,tier2,up,idle,0,23,1,3,6,9,10,7,5,35,,0,0,0
warhammer,tier2,up,idle,1,23,1,3,7,9,11,7,5,35,,0,0,0
warhammer,tier2,up,walk,0,23,1,3,7,9,11,7,5,35,,0,0,0
warhammer,tier2,up,walk,1,23,1,3,7,9,11,7,5,35,,0,0,0
warhammer,tier2,up,walk,2,23,1,3,5,9,9,7,5,35,,0,0,0
warhammer,tier2,up,walk,3,23,1,3,7,9,11,7,5,35,,0,0,0
warhammer,tier2,up,attack,0,25,1,3,4,9,10,7,7,49,,0,0,0
warhammer,tier2,up,attack,1,29,1,4,0,10,10,7,11,77,top,0,0,0
warhammer,tier2,up,attack,2,29,1,3,0,9,10,7,11,77,top,0,1,0
warhammer,tier2,up,attack,3,23,1,3,6,9,10,7,5,35,,0,0,0
warhammer,tier2,up,hurt,0,23,1,4,6,10,10,7,5,35,,0,0,0
warhammer,tier2,up,hurt,1,23,1,3,6,9,10,7,5,35,,0,0,0
warhammer,tier3,down,idle,0,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,down,idle,1,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,down,walk,0,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,down,walk,1,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,down,walk,2,31,1,13,5,21,13,9,9,81,,0,0,0
warhammer,tier3,down,walk,3,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,down,attack,0,33,1,13,4,21,14,9,11,99,,0,0,0
warhammer,tier3,down,attack,1,32,1,12,14,20,23,9,10,90,bottom,0,0,0
warhammer,tier3,down,attack,2,32,1,13,14,21,23,9,10,90,bottom,0,0,0
warhammer,tier3,down,attack,3,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,down,hurt,0,31,1,12,6,20,14,9,9,81,,0,0,1
warhammer,tier3,down,hurt,1,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,left,idle,0,31,1,2,6,10,14,9,9,81,,0,0,1
warhammer,tier3,left,idle,1,31,1,2,7,10,15,9,9,81,,0,0,1
warhammer,tier3,left,walk,0,31,1,2,5,10,13,9,9,81,,0,0,1
warhammer,tier3,left,walk,1,31,1,2,7,10,15,9,9,81,,0,0,1
warhammer,tier3,left,walk,2,31,1,2,7,10,15,9,9,81,,0,0,1
warhammer,tier3,left,walk,3,31,1,2,7,10,15,9,9,81,,0,0,1
warhammer,tier3,left,attack,0,33,1,2,4,10,14,9,11,99,,0,0,0
warhammer,tier3,left,attack,1,32,1,0,10,9,18,10,9,90,left,0,0,0
warhammer,tier3,left,attack,2,32,1,0,9,9,17,10,9,90,left,0,0,0
warhammer,tier3,left,attack,3,31,1,2,6,10,14,9,9,81,,0,0,1
warhammer,tier3,left,hurt,0,31,1,2,7,10,15,9,9,81,,0,0,1
warhammer,tier3,left,hurt,1,31,1,2,6,10,14,9,9,81,,0,0,1
warhammer,tier3,right,idle,0,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,right,idle,1,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,right,walk,0,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,right,walk,1,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,right,walk,2,31,1,13,5,21,13,9,9,81,,0,0,1
warhammer,tier3,right,walk,3,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,right,attack,0,33,1,13,4,21,14,9,11,99,,0,0,0
warhammer,tier3,right,attack,1,32,1,14,10,23,18,10,9,90,right,0,0,0
warhammer,tier3,right,attack,2,32,1,14,9,23,17,10,9,90,right,0,0,0
warhammer,tier3,right,attack,3,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,right,hurt,0,31,1,13,7,21,15,9,9,81,,0,0,1
warhammer,tier3,right,hurt,1,31,1,13,6,21,14,9,9,81,,0,0,1
warhammer,tier3,up,idle,0,27,1,2,6,10,10,9,5,45,,0,0,0
warhammer,tier3,up,idle,1,27,1,2,7,10,11,9,5,45,,0,0,0
warhammer,tier3,up,walk,0,27,1,2,7,10,11,9,5,45,,0,0,0
warhammer,tier3,up,walk,1,27,1,2,7,10,11,9,5,45,,0,0,0
warhammer,tier3,up,walk,2,27,1,2,5,10,9,9,5,45,,0,0,0
warhammer,tier3,up,walk,3,27,1,2,7,10,11,9,5,45,,0,0,0
warhammer,tier3,up,attack,0,29,1,2,4,10,10,9,7,63,,0,0,0
warhammer,tier3,up,attack,1,33,1,3,0,11,10,9,11,99,top,0,0,0
warhammer,tier3,up,attack,2,33,1,2,0,10,10,9,11,99,top,0,0,0
warhammer,tier3,up,attack,3,27,1,2,6,10,10,9,5,45,,0,0,0
warhammer,tier3,up,hurt,0,27,1,3,6,11,10,9,5,45,,0,0,0
warhammer,tier3,up,hurt,1,27,1,2,6,10,10,9,5,45,,0,0,0
warhammer,tier4,down,idle,0,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,down,idle,1,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,down,walk,0,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,down,walk,1,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,down,walk,2,39,1,13,4,21,13,9,10,90,,0,0,0
warhammer,tier4,down,walk,3,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,down,attack,0,41,1,13,3,21,14,9,12,108,,0,0,0
warhammer,tier4,down,attack,1,39,1,12,14,20,23,9,10,90,bottom,0,0,0
warhammer,tier4,down,attack,2,39,1,13,14,21,23,9,10,90,bottom,0,0,0
warhammer,tier4,down,attack,3,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,down,hurt,0,39,1,12,5,20,14,9,10,90,,0,0,1
warhammer,tier4,down,hurt,1,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,left,idle,0,39,1,2,5,10,14,9,10,90,,0,0,1
warhammer,tier4,left,idle,1,39,1,2,6,10,15,9,10,90,,0,0,1
warhammer,tier4,left,walk,0,39,1,2,4,10,13,9,10,90,,0,0,0
warhammer,tier4,left,walk,1,39,1,2,6,10,15,9,10,90,,0,0,1
warhammer,tier4,left,walk,2,39,1,2,6,10,15,9,10,90,,0,0,1
warhammer,tier4,left,walk,3,39,1,2,6,10,15,9,10,90,,0,0,1
warhammer,tier4,left,attack,0,41,1,2,3,10,14,9,12,108,,0,0,0
warhammer,tier4,left,attack,1,39,1,0,10,9,18,10,9,90,left,0,0,0
warhammer,tier4,left,attack,2,39,1,0,9,9,17,10,9,90,left,0,0,0
warhammer,tier4,left,attack,3,39,1,2,5,10,14,9,10,90,,0,0,1
warhammer,tier4,left,hurt,0,39,1,2,6,10,15,9,10,90,,0,0,1
warhammer,tier4,left,hurt,1,39,1,2,5,10,14,9,10,90,,0,0,1
warhammer,tier4,right,idle,0,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,right,idle,1,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,right,walk,0,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,right,walk,1,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,right,walk,2,39,1,13,4,21,13,9,10,90,,0,0,0
warhammer,tier4,right,walk,3,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,right,attack,0,41,1,13,3,21,14,9,12,108,,0,0,0
warhammer,tier4,right,attack,1,39,1,14,10,23,18,10,9,90,right,0,0,0
warhammer,tier4,right,attack,2,39,1,14,9,23,17,10,9,90,right,0,0,0
warhammer,tier4,right,attack,3,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,right,hurt,0,39,1,13,6,21,15,9,10,90,,0,0,1
warhammer,tier4,right,hurt,1,39,1,13,5,21,14,9,10,90,,0,0,1
warhammer,tier4,up,idle,0,35,1,2,5,10,10,9,6,54,,0,0,0
warhammer,tier4,up,idle,1,35,1,2,6,10,11,9,6,54,,0,0,0
warhammer,tier4,up,walk,0,35,1,2,6,10,11,9,6,54,,0,0,0
warhammer,tier4,up,walk,1,35,1,2,6,10,11,9,6,54,,0,0,0
warhammer,tier4,up,walk,2,35,1,2,4,10,9,9,6,54,,0,0,0
warhammer,tier4,up,walk,3,35,1,2,6,10,11,9,6,54,,0,0,0
warhammer,tier4,up,attack,0,37,1,2,3,10,10,9,8,72,,0,0,0
warhammer,tier4,up,attack,1,40,1,3,0,11,10,9,11,99,top,0,0,0
warhammer,tier4,up,attack,2,40,1,2,0,10,10,9,11,99,top,0,0,0
warhammer,tier4,up,attack,3,35,1,2,5,10,10,9,6,54,,0,0,0
warhammer,tier4,up,hurt,0,35,1,3,5,11,10,9,6,54,,0,0,0
warhammer,tier4,up,hurt,1,35,1,2,5,10,10,9,6,54,,0,0,0
warhammer,tier5,down,idle,0,43,1,13,4,21,14,9,11,99,,0,0,0
warhammer,tier5,down,idle,1,43,1,13,5,21,15,9,11,99,,0,0,0
warhammer,tier5,down,walk,0,43,1,13,5,21,15,9,11,99,,0,0,1
warhammer,tier5,down,walk,1,43,1,13,5,21,15,9,11,99,,0,0,0
warhammer,tier5,down,walk,2,43,1,13,3,21,13,9,11,99,,0,0,0
warhammer,tier5,down,walk,3,43,1,13,5,21,15,9,11,99,,0,0,0
warhammer,tier5,down,attack,0,45,1,13,2,21,14,9,13,117,,0,0,0
warhammer,tier5,down,attack,1,42,1,12,14,20,23,9,10,90,bottom,0,0,0
warhammer,tier5,down,attack,2,42,1,13,14,21,23,9,10,90,bottom,0,0,0
warhammer,tier5,down,attack,3,43,1,13,4,21,14,9,11,99,,0,0,0
warhammer,tier5,down,hurt,0,43,1,12,4,20,14,9,11,99,,0,0,1
warhammer,tier5,down,hurt,1,43,1,13,4,21,14,9,11,99,,0,0,0
warhammer,tier5,left,idle,0,43,1,2,4,10,14,9,11,99,,0,0,1
warhammer,tier5,left,idle,1,43,1,2,5,10,15,9,11,99,,0,0,1
warhammer,tier5,left,walk,0,43,1,2,3,10,13,9,11,99,,0,0,0
warhammer,tier5,left,walk,1,43,1,2,5,10,15,9,11,99,,0,0,1
